DateKey,Date,Year,Quarter,QuarterName,YearQuarter,MonthNumber,MonthName,MonthShort,MonthYear,MonthYearSort,DayName,DayOfWeek,IsWeekend
20090204,2009-02-04,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Wednesday,3,False
20090205,2009-02-05,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Thursday,4,False
20090206,2009-02-06,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Friday,5,False
20090207,2009-02-07,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Saturday,6,True
20090208,2009-02-08,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Sunday,7,True
20090209,2009-02-09,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Monday,1,False
20090210,2009-02-10,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Tuesday,2,False
20090211,2009-02-11,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Wednesday,3,False
20090212,2009-02-12,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Thursday,4,False
20090213,2009-02-13,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Friday,5,False
20090214,2009-02-14,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Saturday,6,True
20090215,2009-02-15,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Sunday,7,True
20090216,2009-02-16,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Monday,1,False
20090217,2009-02-17,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Tuesday,2,False
20090218,2009-02-18,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Wednesday,3,False
20090219,2009-02-19,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Thursday,4,False
20090220,2009-02-20,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Friday,5,False
20090221,2009-02-21,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Saturday,6,True
20090222,2009-02-22,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Sunday,7,True
20090223,2009-02-23,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Monday,1,False
20090224,2009-02-24,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Tuesday,2,False
20090225,2009-02-25,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Wednesday,3,False
20090226,2009-02-26,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Thursday,4,False
20090227,2009-02-27,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Friday,5,False
20090228,2009-02-28,2009,1,Q1,2009-Q1,2,February,Feb,Feb 2009,200902,Saturday,6,True
20090301,2009-03-01,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Sunday,7,True
20090302,2009-03-02,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Monday,1,False
20090303,2009-03-03,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Tuesday,2,False
20090304,2009-03-04,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Wednesday,3,False
20090305,2009-03-05,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Thursday,4,False
20090306,2009-03-06,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Friday,5,False
20090307,2009-03-07,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Saturday,6,True
20090308,2009-03-08,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Sunday,7,True
20090309,2009-03-09,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Monday,1,False
20090310,2009-03-10,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Tuesday,2,False
20090311,2009-03-11,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Wednesday,3,False
20090312,2009-03-12,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Thursday,4,False
20090313,2009-03-13,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Friday,5,False
20090314,2009-03-14,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Saturday,6,True
20090315,2009-03-15,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Sunday,7,True
20090316,2009-03-16,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Monday,1,False
20090317,2009-03-17,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Tuesday,2,False
20090318,2009-03-18,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Wednesday,3,False
20090319,2009-03-19,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Thursday,4,False
20090320,2009-03-20,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Friday,5,False
20090321,2009-03-21,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Saturday,6,True
20090322,2009-03-22,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Sunday,7,True
20090323,2009-03-23,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Monday,1,False
20090324,2009-03-24,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Tuesday,2,False
20090325,2009-03-25,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Wednesday,3,False
20090326,2009-03-26,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Thursday,4,False
20090327,2009-03-27,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Friday,5,False
20090328,2009-03-28,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Saturday,6,True
20090329,2009-03-29,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Sunday,7,True
20090330,2009-03-30,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Monday,1,False
20090331,2009-03-31,2009,1,Q1,2009-Q1,3,March,Mar,Mar 2009,200903,Tuesday,2,False
20090401,2009-04-01,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Wednesday,3,False
20090402,2009-04-02,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Thursday,4,False
20090403,2009-04-03,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Friday,5,False
20090404,2009-04-04,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Saturday,6,True
20090405,2009-04-05,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Sunday,7,True
20090406,2009-04-06,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Monday,1,False
20090407,2009-04-07,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Tuesday,2,False
20090408,2009-04-08,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Wednesday,3,False
20090409,2009-04-09,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Thursday,4,False
20090410,2009-04-10,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Friday,5,False
20090411,2009-04-11,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Saturday,6,True
20090412,2009-04-12,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Sunday,7,True
20090413,2009-04-13,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Monday,1,False
20090414,2009-04-14,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Tuesday,2,False
20090415,2009-04-15,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Wednesday,3,False
20090416,2009-04-16,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Thursday,4,False
20090417,2009-04-17,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Friday,5,False
20090418,2009-04-18,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Saturday,6,True
20090419,2009-04-19,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Sunday,7,True
20090420,2009-04-20,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Monday,1,False
20090421,2009-04-21,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Tuesday,2,False
20090422,2009-04-22,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Wednesday,3,False
20090423,2009-04-23,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Thursday,4,False
20090424,2009-04-24,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Friday,5,False
20090425,2009-04-25,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Saturday,6,True
20090426,2009-04-26,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Sunday,7,True
20090427,2009-04-27,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Monday,1,False
20090428,2009-04-28,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Tuesday,2,False
20090429,2009-04-29,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Wednesday,3,False
20090430,2009-04-30,2009,2,Q2,2009-Q2,4,April,Apr,Apr 2009,200904,Thursday,4,False
20090501,2009-05-01,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Friday,5,False
20090502,2009-05-02,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Saturday,6,True
20090503,2009-05-03,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Sunday,7,True
20090504,2009-05-04,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Monday,1,False
20090505,2009-05-05,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Tuesday,2,False
20090506,2009-05-06,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Wednesday,3,False
20090507,2009-05-07,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Thursday,4,False
20090508,2009-05-08,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Friday,5,False
20090509,2009-05-09,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Saturday,6,True
20090510,2009-05-10,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Sunday,7,True
20090511,2009-05-11,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Monday,1,False
20090512,2009-05-12,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Tuesday,2,False
20090513,2009-05-13,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Wednesday,3,False
20090514,2009-05-14,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Thursday,4,False
20090515,2009-05-15,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Friday,5,False
20090516,2009-05-16,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Saturday,6,True
20090517,2009-05-17,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Sunday,7,True
20090518,2009-05-18,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Monday,1,False
20090519,2009-05-19,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Tuesday,2,False
20090520,2009-05-20,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Wednesday,3,False
20090521,2009-05-21,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Thursday,4,False
20090522,2009-05-22,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Friday,5,False
20090523,2009-05-23,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Saturday,6,True
20090524,2009-05-24,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Sunday,7,True
20090525,2009-05-25,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Monday,1,False
20090526,2009-05-26,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Tuesday,2,False
20090527,2009-05-27,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Wednesday,3,False
20090528,2009-05-28,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Thursday,4,False
20090529,2009-05-29,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Friday,5,False
20090530,2009-05-30,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Saturday,6,True
20090531,2009-05-31,2009,2,Q2,2009-Q2,5,May,May,May 2009,200905,Sunday,7,True
20090601,2009-06-01,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Monday,1,False
20090602,2009-06-02,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Tuesday,2,False
20090603,2009-06-03,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Wednesday,3,False
20090604,2009-06-04,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Thursday,4,False
20090605,2009-06-05,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Friday,5,False
20090606,2009-06-06,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Saturday,6,True
20090607,2009-06-07,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Sunday,7,True
20090608,2009-06-08,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Monday,1,False
20090609,2009-06-09,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Tuesday,2,False
20090610,2009-06-10,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Wednesday,3,False
20090611,2009-06-11,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Thursday,4,False
20090612,2009-06-12,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Friday,5,False
20090613,2009-06-13,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Saturday,6,True
20090614,2009-06-14,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Sunday,7,True
20090615,2009-06-15,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Monday,1,False
20090616,2009-06-16,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Tuesday,2,False
20090617,2009-06-17,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Wednesday,3,False
20090618,2009-06-18,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Thursday,4,False
20090619,2009-06-19,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Friday,5,False
20090620,2009-06-20,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Saturday,6,True
20090621,2009-06-21,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Sunday,7,True
20090622,2009-06-22,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Monday,1,False
20090623,2009-06-23,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Tuesday,2,False
20090624,2009-06-24,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Wednesday,3,False
20090625,2009-06-25,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Thursday,4,False
20090626,2009-06-26,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Friday,5,False
20090627,2009-06-27,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Saturday,6,True
20090628,2009-06-28,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Sunday,7,True
20090629,2009-06-29,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Monday,1,False
20090630,2009-06-30,2009,2,Q2,2009-Q2,6,June,Jun,Jun 2009,200906,Tuesday,2,False
20090701,2009-07-01,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Wednesday,3,False
20090702,2009-07-02,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Thursday,4,False
20090703,2009-07-03,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Friday,5,False
20090704,2009-07-04,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Saturday,6,True
20090705,2009-07-05,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Sunday,7,True
20090706,2009-07-06,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Monday,1,False
20090707,2009-07-07,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Tuesday,2,False
20090708,2009-07-08,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Wednesday,3,False
20090709,2009-07-09,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Thursday,4,False
20090710,2009-07-10,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Friday,5,False
20090711,2009-07-11,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Saturday,6,True
20090712,2009-07-12,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Sunday,7,True
20090713,2009-07-13,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Monday,1,False
20090714,2009-07-14,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Tuesday,2,False
20090715,2009-07-15,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Wednesday,3,False
20090716,2009-07-16,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Thursday,4,False
20090717,2009-07-17,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Friday,5,False
20090718,2009-07-18,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Saturday,6,True
20090719,2009-07-19,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Sunday,7,True
20090720,2009-07-20,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Monday,1,False
20090721,2009-07-21,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Tuesday,2,False
20090722,2009-07-22,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Wednesday,3,False
20090723,2009-07-23,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Thursday,4,False
20090724,2009-07-24,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Friday,5,False
20090725,2009-07-25,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Saturday,6,True
20090726,2009-07-26,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Sunday,7,True
20090727,2009-07-27,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Monday,1,False
20090728,2009-07-28,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Tuesday,2,False
20090729,2009-07-29,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Wednesday,3,False
20090730,2009-07-30,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Thursday,4,False
20090731,2009-07-31,2009,3,Q3,2009-Q3,7,July,Jul,Jul 2009,200907,Friday,5,False
20090801,2009-08-01,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Saturday,6,True
20090802,2009-08-02,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Sunday,7,True
20090803,2009-08-03,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Monday,1,False
20090804,2009-08-04,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Tuesday,2,False
20090805,2009-08-05,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Wednesday,3,False
20090806,2009-08-06,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Thursday,4,False
20090807,2009-08-07,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Friday,5,False
20090808,2009-08-08,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Saturday,6,True
20090809,2009-08-09,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Sunday,7,True
20090810,2009-08-10,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Monday,1,False
20090811,2009-08-11,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Tuesday,2,False
20090812,2009-08-12,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Wednesday,3,False
20090813,2009-08-13,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Thursday,4,False
20090814,2009-08-14,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Friday,5,False
20090815,2009-08-15,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Saturday,6,True
20090816,2009-08-16,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Sunday,7,True
20090817,2009-08-17,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Monday,1,False
20090818,2009-08-18,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Tuesday,2,False
20090819,2009-08-19,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Wednesday,3,False
20090820,2009-08-20,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Thursday,4,False
20090821,2009-08-21,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Friday,5,False
20090822,2009-08-22,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Saturday,6,True
20090823,2009-08-23,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Sunday,7,True
20090824,2009-08-24,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Monday,1,False
20090825,2009-08-25,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Tuesday,2,False
20090826,2009-08-26,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Wednesday,3,False
20090827,2009-08-27,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Thursday,4,False
20090828,2009-08-28,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Friday,5,False
20090829,2009-08-29,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Saturday,6,True
20090830,2009-08-30,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Sunday,7,True
20090831,2009-08-31,2009,3,Q3,2009-Q3,8,August,Aug,Aug 2009,200908,Monday,1,False
20090901,2009-09-01,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Tuesday,2,False
20090902,2009-09-02,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Wednesday,3,False
20090903,2009-09-03,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Thursday,4,False
20090904,2009-09-04,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Friday,5,False
20090905,2009-09-05,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Saturday,6,True
20090906,2009-09-06,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Sunday,7,True
20090907,2009-09-07,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Monday,1,False
20090908,2009-09-08,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Tuesday,2,False
20090909,2009-09-09,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Wednesday,3,False
20090910,2009-09-10,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Thursday,4,False
20090911,2009-09-11,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Friday,5,False
20090912,2009-09-12,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Saturday,6,True
20090913,2009-09-13,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Sunday,7,True
20090914,2009-09-14,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Monday,1,False
20090915,2009-09-15,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Tuesday,2,False
20090916,2009-09-16,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Wednesday,3,False
20090917,2009-09-17,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Thursday,4,False
20090918,2009-09-18,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Friday,5,False
20090919,2009-09-19,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Saturday,6,True
20090920,2009-09-20,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Sunday,7,True
20090921,2009-09-21,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Monday,1,False
20090922,2009-09-22,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Tuesday,2,False
20090923,2009-09-23,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Wednesday,3,False
20090924,2009-09-24,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Thursday,4,False
20090925,2009-09-25,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Friday,5,False
20090926,2009-09-26,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Saturday,6,True
20090927,2009-09-27,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Sunday,7,True
20090928,2009-09-28,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Monday,1,False
20090929,2009-09-29,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Tuesday,2,False
20090930,2009-09-30,2009,3,Q3,2009-Q3,9,September,Sep,Sep 2009,200909,Wednesday,3,False
20091001,2009-10-01,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Thursday,4,False
20091002,2009-10-02,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Friday,5,False
20091003,2009-10-03,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Saturday,6,True
20091004,2009-10-04,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Sunday,7,True
20091005,2009-10-05,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Monday,1,False
20091006,2009-10-06,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Tuesday,2,False
20091007,2009-10-07,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Wednesday,3,False
20091008,2009-10-08,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Thursday,4,False
20091009,2009-10-09,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Friday,5,False
20091010,2009-10-10,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Saturday,6,True
20091011,2009-10-11,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Sunday,7,True
20091012,2009-10-12,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Monday,1,False
20091013,2009-10-13,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Tuesday,2,False
20091014,2009-10-14,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Wednesday,3,False
20091015,2009-10-15,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Thursday,4,False
20091016,2009-10-16,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Friday,5,False
20091017,2009-10-17,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Saturday,6,True
20091018,2009-10-18,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Sunday,7,True
20091019,2009-10-19,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Monday,1,False
20091020,2009-10-20,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Tuesday,2,False
20091021,2009-10-21,2009,4,Q4,2009-Q4,10,October,Oct,Oct 2009,200910,Wednesday,3,False
